Tuomo,13.37,Mon Oct 17 22:53:03 2016
Tuomo,13.37,Mon Oct 17 22:53:03 2016
Tuomo,542.000000000000,Tue Oct 18 00:39:19 2016
Tuomo,13.37,Mon Oct 17 22:53:03 2016
Tuomo,13.37,Mon Oct 17 22:53:03 2016
Tuomo,562.423423467614,Tue Oct 18 00:39:19 2016
Tuomo,13.37,Mon Oct 17 22:53:03 2016
Tuomo,13.37,Mon Oct 17 22:53:03 2016
Tuomo,13.37,Mon Oct 17 22:53:03 2016
Tuomo,13.37,Mon Oct 17 22:53:03 2016
Tuomo,216.090988629627,Tue Oct 18 00:39:19 2016
S,88.36496631953092,Wed Oct 19 16:26:21 2016
ghyj,2.6156632994292623,Thu Nov  3 15:30:03 2016
